iteration,bound,simulation_value,num_cuts_generated,wall_time_s,has_converged
310,1.3065739186632381e8,3.0863011581332535e7,7,0.015848159790039062,false
311,1.3065762228498474e8,3.5162726899999976e6,1,0.004081010818481445,false
312,1.3066052015010297e8,6.737061680000007e6,2,0.006043910980224609,false
313,1.3066665588084374e8,3.963209379105544e7,8,0.01784801483154297,false
314,1.3066717032984464e8,1.5864040459101874e8,29,0.05972909927368164,false
315,1.3067334531645538e8,1.1949291251827046e7,4,0.010069847106933594,false
316,1.306829189867483e8,1.755892189738992e7,5,0.012032032012939453,false
317,1.3068483584358004e8,6.398813527265398e7,16,0.03500199317932129,false
318,1.3070445880099021e8,9.44279151835702e7,10,0.021342039108276367,false
319,1.30705919176169e8,1.0020377059752643e7,3,0.008311033248901367,false
320,1.3071431785988924e8,2.672219571254033e7,6,0.01379704475402832,false
321,1.3072819639870499e8,2.6239029633529335e7,7,0.016376972198486328,false
322,1.3073015070440802e8,7.820995431443536e7,16,0.03542184829711914,false
323,1.3073377113370563e8,1.5756805141709566e8,30,0.06255698204040527,false
324,1.3073539602276435e8,3.394012654696907e7,10,0.021862030029296875,false
325,1.3073737545306222e8,2.3655351602038294e7,7,0.017117023468017578,false
326,1.3073875517648609e8,7.1412691152547e6,2,0.006590127944946289,false
327,1.3073971107166554e8,6.628732729999989e6,2,0.006639957427978516,false
328,1.3074085300808616e8,1.1494166481198415e7,3,0.008547067642211914,false
329,1.307452708474509e8,5.957075624709371e7,12,0.027141809463500977,false
330,1.3074568943609236e8,3.3685836100000143e6,1,0.004237174987792969,false
331,1.3074568943609236e8,6.75359624000001e6,2,0.0065288543701171875,false
332,1.307462209915493e8,1.2764396034544826e7,3,0.00979304313659668,false
333,1.3075228491869146e8,2.909746358639978e7,8,0.01850104331970215,false
334,1.3076224849707386e8,6.978621310794905e7,18,0.03824806213378906,false
335,1.3076339799376607e8,8.440118378662497e6,2,0.006654024124145508,false
336,1.3076826184864508e8,4.151192206338139e7,12,0.023382902145385742,false
337,1.307734332346967e8,2.4423979681777516e8,41,0.08581900596618652,false
338,1.3077421484707183e8,8.037725707032946e7,17,0.035611867904663086,false
